ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,QTR_ID,MONTH_ID,YEAR_ID,MSRP
-1.6479470949959203,-0.526907258744723,0.5969775019778834,-1.0570587063287502,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,-0.14134065747451824
-1.495887501494733,-0.11042701474742408,-0.11445035408552658,-0.3470150686464702,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,-0.14134065747451824
-1.354689307529345,0.618413412247849,0.549383722060052,-1.0570587063287502,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,-0.14134065747451824
-1.2352139126355548,1.0348936562451478,-0.019758562790675022,-0.1103338560857102,0.23455347294126402,0.24823543197396428,-1.1651700861775494,-0.14134065747451824
-1.0831543191343675,1.4513739002424466,0.8101579745265006,1.7831158444003699,1.0653495257808978,0.7952835385020682,-1.1651700861775494,-0.14134065747451824
-0.9854017233121758,0.09781310725122534,0.6445712818957139,-1.2937399188895102,1.0653495257808978,0.7952835385020682,-1.1651700861775494,-0.14134065747451824
-0.8550649288825867,-0.6310273197440477,0.1225270084220064,0.5997097815965698,1.0653495257808978,1.0688075917661204,-1.1651700861775494,-0.14134065747451824
-0.7681737325961939,1.347253839243122,0.8101579745265006,-1.2937399188895102,1.0653495257808978,1.0688075917661204,-1.1651700861775494,-0.14134065747451824
-0.6269755386308058,-1.3598677467393208,0.7392630731905647,-1.0570587063287502,1.0653495257808978,1.3423316450301723,-1.1651700861775494,-0.14134065747451824
-0.5183615432728149,0.618413412247849,0.8101579745265006,1.7831158444003699,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,-0.14134065747451824
-0.38802474884322585,0.20193316825055005,0.8101579745265006,-1.2937399188895102,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,-0.14134065747451824
-0.23596515534203857,-1.255747685739996,0.8101579745265006,0.1263473564750498,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,-0.14134065747451824
-0.08390556184085132,-0.7351473807433724,0.8101579745265006,-1.0570587063287502,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,-0.14134065747451824
